API명,특수문자여부,특수문자개수
"XML/JSON기본값:xml
",Yes,2
"XML/JSON여부
",Yes,1
"Xmlorjson
",No,0
"xx:xx~xx:xx
",Yes,3
"X범위(최대값)
",Yes,2
"X범위(최소값)
",Yes,2
"x좌표
",No,0
"X좌표
",No,0
"X좌표(WGS84)
",Yes,2
"x좌표(소수점15)
",Yes,2
"x좌표값
",No,0
"x좌표값마지막
",No,0
"x좌표값시작
",No,0
"Y_지도_좌표
",Yes,2
"Y-추천
",Yes,1
"N-추천안함
",Yes,1
"Y:가능
",Yes,1
"N:불가능
",Yes,1
"""Y:가능,N:불가""
",Yes,5
"Y:가능/N:불가능
",Yes,3
"Y:가능N:불가능
",Yes,2
"Y:개방
",Yes,1
"N:미개방
",Yes,1
"Y:게시물최상위공지사항
",Yes,1
"N:일반채용정보
",Yes,1
"""Y:결함포함가격,N:결함제외가격""
",Yes,5
"Y:긴급
",Yes,1
"N:일반
",Yes,1
"Y:보유
",Yes,1
"Y:보유
",Yes,1
"N:미보유
",Yes,1
"Y:부과N:미부과
",Yes,2
"Y:사용
",Yes,1
"N:미사용
",Yes,1
"""Y:사용,N:미사용""
",Yes,5
"""Y:선발,N:미선발""
",Yes,5
"""Y:영업,N:폐업""""""
",Yes,7
"Y:예
",Yes,1
"N:아니오
",Yes,1
"U:미상
",Yes,1
"""Y:예,N:아니오""
",Yes,5
"Y:예약가능
",Yes,1
"N:예약불가
",Yes,1
"Y:운영
",Yes,1
"N:미운영
",Yes,1
"Y:입찰가격의[5]%이상제출
",Yes,4
"Y:있음/N:없음
",Yes,3
"Y:적용
",Yes,1
"N:미적용
",Yes,1
"Y:제출
",Yes,1
"N:미제출
",Yes,1
"Y:존재
",Yes,1
"N:미존재
",Yes,1
"Y:취소
",Yes,1
"""Y:탕박,N:박피""
",Yes,5
"Y:판매함/N:판매안함
",Yes,3
"""Y:해제,N:차단""
",Yes,5
"Y:허용
",Yes,1
"N:불허
",Yes,1
"Y:회차점
",Yes,1
"Y/N
",Yes,1
"Y=>환승역
",Yes,2
"N=>경전철
",Yes,2
"Null(공란)=>일반역
",Yes,4
"""Y=공지,N=일반""
",Yes,5
"Y=있음N=없음
",Yes,2
"Year
",No,0
"""YEARY,나머지분기는숫자로정의함.""
",Yes,4
"yozmUrl
",No,0
"YYYY
",No,0
"yyyy-MM-dd
",Yes,2
"YYYY-MM-DD
",Yes,2
"YYYY-MM-DD
",Yes,2
"기본값은오늘(today)
",Yes,2
"YYYY(’16.8.26.추가)
",Yes,6
"YYYYMM
",No,0
"YYYYMM(향후1년까지제공)
",Yes,2
"yyyyMMdd
",No,0
"YYYYMMDD
",No,0
"YYYYMMDD(’16.8.26.추가)
",Yes,6
"YYYYMMDDHH24MI
",No,0
"YYYYMMDDHH24MI(년월일시분까지만조회)
",Yes,2
"☞데이터생성주기는5분단위로생성됨.
",Yes,2
"☞이면현재년월일시분
",Yes,1
"YYYYMMDDHH24MISS
",No,0
"YYYYMMDDHHMISS
",No,0
"yyyyMMddHHmmss형식으로14자리가들어가며시는24시형태로표시(startDate와endDate는같이쓰여야함)
",Yes,2
"YYYYMM의형태
",No,0
"YYYYMM의형태
",No,0
"2014년08월부터조회가능
",No,0
"Y범위(최대값)
",Yes,2
"Y범위(최소값)
",Yes,2
"Y이면회차점
",No,0
"y좌표
",No,0
"Y좌표
",No,0
"Y좌표(WGS84)
",Yes,2
"y좌표(소수점15)
",Yes,2
"Y좌표값
",No,0
"y좌표값마지막
",No,0
"y좌표값시작
",No,0
"ZIP_P
",Yes,1
"Zn(단위:mg/kg)
",Yes,4
"μS/㎝
",Yes,3
"㎲/㎝
",Yes,3
"가/나/다
",Yes,2
"가감근거
",No,0
"가감근거_한글
",Yes,1
"가감기본방
",No,0
"가감포함번호
",No,0
"가게정보
",No,0
"가격
",No,0
"가격(김해축공)
",Yes,2
"가격(농협고령)
",Yes,2
"가격(농협나주)
",Yes,2
"가격(농협부천)
",Yes,2
"가격(농협서울)
",Yes,2
"가격(농협음성)
",Yes,2
"가격(도드람)
",Yes,2
"가격(동원산업)
",Yes,2
"가격(부경축공)
",Yes,2
"가격(삼성식품)
",Yes,2
"가격(삼호축산)
",Yes,2
"가격(수도권)
",Yes,2
"가격(신흥산업)
",Yes,2
"가격(영남권)
",Yes,2
"가격(원)
",Yes,2
"가격(익산)
",Yes,2
"가격(전월가격)
",Yes,2
"가격(전체)
",Yes,2
"가격(제주제외전체)
",Yes,2
"가격(제주축협)
",Yes,2
"가격(중순)
",Yes,2
"가격(초순)
",Yes,2
"가격(하순)
",Yes,2
"가격(협신식품)
",Yes,2
"가격(호남권)
",Yes,2
"가격결정발전계획발전량(MWh)
",Yes,2
"가격구분
",No,0
"가격동향
",No,0
"가격변동의견
",No,0
"가격비교단위
",No,0
"가격정보
",No,0
"가격코드
",No,0
"(1:0~30000
",Yes,3
""",2:30000~50000""
",Yes,5
""",3:50000~100000""
",Yes,5
""",4:100000이상)""
",Yes,5
"가격코드
",No,0
"(1:0~30000
",Yes,3
"2:30000~50000
",Yes,2
"3:50000~100000
",Yes,2
"4:100000이상)
",Yes,2
"가격코드
",No,0
"1:0~30000
",Yes,2
"2:30000~50000
",Yes,2
"3:50000~100000
",Yes,2
"4:100000이상
",Yes,1
"가격포함내역
",No,0
"가공식품/식품첨가물/농.임산물/기구또는용기.포장/건강기능식품
",Yes,6
"가공장
",No,0
"가구당월소득
",No,0
"가구부채
",No,0
"가구소유금융재산
",No,0
"가구소유일반재산
",No,0
"가구소유자동차금액
",No,0
"가구수
",No,0
"가구수(가구)
",Yes,2
"가금및기타
",No,0
"가는시간(분)
",Yes,2
"가능:Y불가능:N
",Yes,2
"가능예상여부
",No,0
"가동개시일
",No,0
"가동여부
",No,0
"가동율(%)
",Yes,3
"가동일수
",No,0
"가두리_사료사용량(kg/월)
",Yes,4
"가두리_시설면적(m2)
",Yes,3
"가두리_업소수
",Yes,1
"가두리사료사용량(kg/월)
",Yes,3
"가두리시설면적(m2)
",Yes,2
"가두리업소수
",No,0
"가락시장단위코드
",No,0
"가락시장단위코드명
",No,0
"가락시장품목명
",No,0
"가락시장품목코드(표준코드6+규격3+크기2+품질1+산지6)
",Yes,6
"가락자체코드
",No,0
"가락자체품목명
",No,0
"가락코드
",No,0
"가로명
",No,0
"가로명(참조엑셀참고)
",Yes,2
"가로명(첨부엑셀참조)
",Yes,2
"가로수총합계
",No,0
"가맹점명
",No,0
"가맹점주타입
",No,0
"가산금리1
",No,0
"가산금리2
",No,0
"가상계좌결재가능여부
",No,0
"Y:가능
",Yes,1
"가상계좌결제여부
",No,0
"(Y:가상계좌결제)
",Yes,3
"가설건축물존치만료일
",No,0
"가슴높이둘레
",No,0
"가시성
",No,0
"가입자수
",No,0
"""가정,사회복지법인,국공립,법인·단체등""
",Yes,6
"가정용(개소수)
",Yes,2
"가정용(이용량)
",Yes,2
"가정용물사용량_비시가_하수미처리지역_수거식
",Yes,3
"가정용물사용량_비시가_하수미처리지역_오수
",Yes,3
"가정용물사용량_비시가_하수미처리지역_정화조
",Yes,3
"가정용물사용량_비시가_하수처리지역_분류식
",Yes,3
"가정용물사용량_비시가_하수처리지역_합류식
",Yes,3
"가정용물사용량_시가_하수미처리지역_수거식
",Yes,3
"가정용물사용량_시가_하수미처리지역_오수
",Yes,3
"가정용물사용량_시가_하수미처리지역_정화조
",Yes,3
"가정용물사용량_시가_하수처리지역_분류식
",Yes,3
"가정용물사용량_시가_하수처리지역_합류식
",Yes,3
"가정용물사용량_합계
",Yes,1
"가조시간(hr)
",Yes,2
"가족구성원수
",No,0
"가중평균발행금리
",No,0
"가창정수장송수량
",No,0
"가창정수장취수량
",No,0
"가축명
",No,0
"가축분뇨발생량_고형물
",Yes,1
"가축분뇨발생량_폐수
",Yes,1
"가축분뇨발생량고형물
",No,0
"가축분뇨발생량폐수
",No,0
"가축분뇨처리방법_가축분뇨공공처리시설_차집유형(관거)
",Yes,4
"가축분뇨처리방법_가축분뇨공공처리시설_차집유형(직접)
",Yes,4
"가축분뇨처리방법_가축분뇨공공처리시설_처리량
",Yes,2
"가축분뇨처리방법_고형물처리방법비율(개별)
",Yes,3
"가축분뇨처리방법_고형물처리방법비율(위탁)
",Yes,3
"가축분뇨처리방법_위탁처리량_가축분뇨처리업
",Yes,2
"가축분뇨처리방법_위탁처리량_재활용
",Yes,2
"가축분뇨처리방법_폐수처리방법비율(개별)
",Yes,3
"가축분뇨처리방법_폐수처리방법비율(위탁)
",Yes,3
"가축분뇨처리방법가축분뇨공공처리시설차집유형
",No,0
"가축분뇨처리방법가축분뇨공공처리시설처리량
",No,0
"가축분뇨처리방법가축분뇨공공처리시설처리시설명
",No,0
"가축분뇨처리방법고형물처리방법
",No,0
"가축분뇨처리방법위탁처리량가축분뇨처리업
",No,0
"가축분뇨처리방법위탁처리량재활용
",No,0
"가축분뇨처리방법폐수처리방법
",No,0
"가축피해수
",No,0
"가축피해액
",No,0
"각각의base_time로검색참고자료참조
",Yes,1
"각글의고유번호입니다.
",Yes,1
"각기관별로부여하는공원의관리번호
",No,0
"각기관별로부여하는주차장관리번호
",No,0
"""각단계별(카테고리,뎁스)이름입니다.""
",Yes,6
"각리스트단계별이름입니다.
",Yes,1
"각리스트카테고리의구분자입니다.
",Yes,1
"각부제시행여부표시
",No,0
"각분류코드이름
",No,0
"각지역별코드
",No,0
"각필지를서로구별하기위하여필지마다붙이는고유한번호
",No,0
"각항만의부두명
",No,0
"""각항목(카테고리,뎁스)구분자입니다.""
",Yes,6
"""각항목에대한아국적및외국적선박을이용한전체컨테이너에처리물동량(톤수,갯수,TEU)""
",Yes,6
"""각항목에대한아국적선박을이용한컨테이너에처리물동량(톤수,갯수,TEU)""
",Yes,6
"""각항목에대한외국적선박을이용한컨테이너에처리물동량(톤수,갯수,TEU)""
",Yes,6
"각항목의구분자입니다.
",Yes,1
"""각항목의상위번호(카테고리,뎁스를만들때쓰임)입니다.""
",Yes,6
"각항목의상위번호입니다.리스트를표현하는상위하위카테고리를나눌수있게하기위해서쓰입니다.
",Yes,2
"각항목의유일번호입니다.
",Yes,1
"각항목의유일일련번호를나타냅니다.
",Yes,1
"간독성
",No,0
"간략개요
",No,0
"간략내용
",No,0
"간략설명입니다.
",Yes,1
"간략소개
",No,0
"간략정보
",No,0
"간이상수도용(개소수)
",Yes,2
"간이상수도용(이용량)
",Yes,2
"간이약도
",No,0
"간이운동
",No,0
"간이운동장체육시설분류
",No,0
"간접면적
",No,0
"간접사용료
",No,0
"간접온실가스
",No,0
"간지(세차)
",Yes,2
"간지(월)
",Yes,2
"간지(일)
",Yes,2
"간호사수
",No,0
"감기가능지수목록
",No,0
"감기가능지수코드
",No,0
"감독
",No,0
"감독국적
",No,0
"감리자
",No,0
"""감면여부(미감면,감면,감면완료)(Y,N)""
",Yes,9
"감압정제유(단위:liter)
",Yes,3
"감용처리량
",No,0
"단위:200ℓ환산드럼수
",Yes,2
"감접사용요율
",No,0
"감정가
",No,0
"""감정가(최대)검색키워드(숫자,단위:천원)""
",Yes,8
"""감정가(최저)검색키워드(숫자,단위:천원)""
",Yes,8
"감포초교위치의요오드량
",No,0
"단위:uSv/hr
",Yes,2
"감포초교위치의이온량
",No,0
"단위:uSv/hr
",Yes,2
"갑문입출거선속
",No,0
"값이없는경우N으로표시
",No,0
"강_영문
",Yes,1
"강_한글
",Yes,1
"강도
",No,0
"강릉->서울소요시간
",Yes,2
"강사
",No,0
"강사명
",No,0
"강사명검색
",No,0
"강사분류
",No,0
"CUL:문화/예술
",Yes,2
"HEA:건강/레크레이션
",Yes,2
"LAN:외국어
",Yes,1
"ITF:IT분야
",Yes,1
"EDU:시민교육
",Yes,1
"EMP:취업/자격증
",Yes,2
"BDE:기초문해교육
",Yes,1
"강사진(주요예술가)
",Yes,2
"강수감지
",No,0
"강수계속시간(hr)
",Yes,2
"강수량
",No,0
"강수량(단위:mm)
",Yes,3
"강수확률
",No,0
"강습프로그램
",No,0
"강우경과일수
",No,0
"강우량
",No,0
"강우량(금일)
",Yes,2
"강우량(전일)
",Yes,2
"강우량금일
",No,0
"강우량전일
",No,0
"강의경력
",No,0
"강의기간시작일
",No,0
"강의기간종료일
",No,0
"강의시작시간
",No,0
"강의실명
",No,0
"강의요일
",No,0
"강의일수
",No,0
"강의종료시간
",No,0
"강좌가격
",No,0
"강좌고유코드
",No,0
"강좌구분
",No,0
"강좌내용
",No,0
"강좌대분류코드
",No,0
"강좌대상
",No,0
"강좌등록일
",No,0
"강좌명
",No,0
"강좌명으로검색
",No,0
"강좌번호
",No,0
"강좌분류
",No,0
"강좌상세설명
",No,0
"강좌상세정보
",No,0
"URL
",No,0
"강좌상태
",No,0
"""강좌상태(접수기간전,접수중,대기접수중,접수마감)""
",Yes,7
"강좌세부내용
",No,0
"강좌소개
",No,0
"강좌소개내용
",No,0
"강좌수
",No,0
"강좌시간
",No,0
"강좌시간정보
",No,0
"강좌시작
",No,0
"강좌시작시간
",No,0
"강좌시작일
",No,0
"강좌시작일최대값
",No,0
"강좌시작일최소값
",No,0
"강좌요일
",No,0
"강좌정원수
",No,0
"강좌정원수(단위:명)
",Yes,3
"강좌정원수[명]
",Yes,2
"강좌제목
",No,0
"강좌종료
",No,0
"강좌종료시간
",No,0
"강좌종료일
",No,0
"강좌종료일최대값
",No,0
"강좌종료일최소값
",No,0
"강좌종목명
",No,0
"강좌주기
",No,0
"강좌중분류코드강좌명
",No,0
"강좌코드
",No,0
"개
",No,0
"개관일
",No,0
"개나리
",No,0
"개념
",No,0
"개발가능량(㎥)
",Yes,3
"개발가능량(천㎥/년)
",Yes,4
"개발규모
",No,0
"개발기관명
",No,0
"개발인증키
",No,0
"개발자전화번호
",No,0
"개발자회사명
",No,0
"개발진행상태
",No,0
"개발행위의목적
",No,0
"개발행위의사유
",No,0
"개발행위중대표되는개발행위명
",No,0
"개발행위허가건의연접개발제안적용여부
",No,0
"개발행위허가신청일자
",No,0
"개발행위허가허가일자
",No,0
"개방/폐쇄식구분명
",Yes,1
"개방/폐쇄식구분코드
",Yes,1
"개방DB에서정의한GIS건물통합공간정보의도형ID
",No,0
"개방DB에서정의한법정구역의도형ID정보
",No,0
"개방DB에서정의한용도지역지구공간정보의도형ID
",No,0
"개방DB에서정의한지적도근점의도형ID정보
",No,0
"개방DB에서정의한지적삼각보조점의도형ID정보
",No,0
"개방DB에서정의한지적삼각점의도형ID정보
",No,0
"개방기관명
",No,0
"개방기관코드
",No,0
"개방단위코드
",No,0
"개방단위코드명
",No,0
"개방데이터형식
",No,0
"개방등급코드
",No,0
"개방등급코드명
",No,0
"개방시간
",No,0
"개방시간(24시간/
",Yes,2
"HH:MM~HH?MM)
",Yes,4
"개방시설명
",No,0
"개방시설유형구분
",No,0
"개방여부
",No,0
"개방여부-Y:평시개방-N:평시미개방
",Yes,4
"개방장소명
",No,0
"개방크기코드
",No,0
"개방크기코드명
",No,0
"개방포장코드
",No,0
"개방포장코드명
",No,0
"개방품목코드
",No,0
"개방품목코드명
",No,0
"개방화장실영문이름
",No,0
"개방화장실이름
",No,0
"개별결과
",No,0
"개별공시지가[원]
",Yes,2
"개봉선원
",No,0
"단위:드럼
",Yes,1
"개설년도
",No,0
"개설일자
",No,0
"개소
",No,0
"개소수(공)
",Yes,2
"개수
",No,0
"개업일
",No,0
"""개업일시""""YYYY-MM-DDHH:MM:SS""""""
",Yes,10
"개요
",No,0
"개요및특징
",No,0
"개정년도
",No,0
"개찰방법
",No,0
"""개찰순위는협상기술능력평가점수와입찰가격평가점수의합산하여고득점순에따라결정되는순위로협상에의한계약일경우,협상순위를의미함""
",Yes,3
"개찰시사용하는낙찰하한율(%)
",Yes,3
"""개찰업체정보,다수낙찰자의경우”낙찰예정자다수”와개찰순위1위의투찰금액과투찰율""
",Yes,5
"""개찰업체정보,다수낙찰자의경우”낙찰예정자다수”와개찰순위1위의투찰금액과투찰율을보여줌.단일낙찰자의경우업체명과사업자번호,대표자명,투찰금액,투찰율을보여줌.단,협상에의한계약일경우는투찰금액,투찰율이안나옴""
",Yes,12
"""개찰업체정보.다수낙찰자의경우”낙찰예정자다수”와개찰순위1위의투찰금액과투찰율을보여줌.단일낙찰자의경우업체명과사업자번호,대표자명,투찰금액,투찰율을보여줌.단,협상에의한계약일경우는투찰금액,투찰율이안나옴""
",Yes,12
"개찰완료내역의비고
",No,0
"개찰일
",No,0
"개찰일시
",No,0
"개체/이력/묶음번호
",Yes,2
"개체식별번호
",No,0
"개최장소
",No,0
"개최장소명
",No,0
"개통년도
",No,0
"개화기시작월
",No,0
"개화기종료월
",No,0
"객석규모
",No,0
"객석수
",No,0
"객석수(단위:개)
",Yes,3
"객석수단위:석
",Yes,1
"객실고유번호
",No,0
"객실고유코드
",No,0
"객실구조
",No,0
"객실등록일
",No,0
"객실면적
",No,0
"객실면적(㎡)
",Yes,3
"객실명
",No,0
"객실상세설명
",No,0
"객실수
",No,0
"객실수(단위:개)
",Yes,3
"객실수[실]
",Yes,2
"객실수단위:개
",Yes,1
"객실수용인원
",No,0
"객실예약하기URL
",No,0
"객실유형명
",No,0
"객실유형코드
",No,0
"(1:온돌
",Yes,2
""",2:침실""
",Yes,4
""",3:기타)""
",Yes,5
"객실이름
",No,0
"객실이미지URL1
",No,0
"객실이미지URL2
",No,0
"객실정보
",No,0
"객실종류
",No,0
"객실주말기본요금
",No,0
"객실최대수용인원
",No,0
"객실코드
",No,0
"객실평일기본요금
",No,0
"객실평형
",No,0
"객실형태
",No,0
"갱신일
",No,0
"거래규격을나타내기위한코드
",No,0
"거래규격을나타내기위한코드
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(단위코드)
",Yes,4
"거래규격을나타내기위한코드
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(단위코드)
",Yes,4
"거래금액
",No,0
"거래금액(만원)
",Yes,2
"거래금액(원)
",Yes,2
"거래년도
",No,0
"거래단량
",No,0
"거래대금(원)
",Yes,2
"거래동향설명
",No,0
"거래동향코드
",No,0
"거래되는농축수산물부류명
",No,0
"거래되는농축수산물부류명
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(부류명)
",Yes,4
"거래되는농축수산물부류명
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(부류명)
",Yes,4
"거래되는농축수산물부류코드
",No,0
"거래되는농축수산물부류코드
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(부류코드)
",Yes,4
"거래되는농축수산물부류코드
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(부류코드)
",Yes,4
"거래되는농축수산물의등급명
",No,0
"거래되는농축수산물의등급명
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(등급명)
",Yes,4
"거래되는농축수산물의등급명
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(등급명)
",Yes,4
"거래되는농축수산물의등급을나타내기위한코드
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(등급코드)
",Yes,4
"거래되는농축수산물의등급코드
",No,0
"거래되는농축수산물의등급코드
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(등급코드)
",Yes,4
"거래되는농축수산물의크기를나타내기위한코드
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(크기코드
",Yes,3
"거래되는농축수산물의크기명
",No,0
"거래되는농축수산물의크기명
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(크기명)
",Yes,4
"거래되는농축수산물의크기코드
",No,0
"거래되는농축수산물의크기코드
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(크기코드)
",Yes,4
"거래되는농축수산물의포장상태명
",No,0
"거래되는농축수산물품목명
",No,0
"거래되는농축수산물품목명
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(품목명)
",Yes,4
"거래되는농축수산물품목명
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(품목명)
",Yes,4
"거래되는농축수산물품목코드
",No,0
"거래되는농축수산물품목코드
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(품목코드)
",Yes,4
"거래되는농축수산물품목코드
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(품목코드)
",Yes,4
"거래되는농축수산물품종명
",No,0
"거래되는농축수산물품종명
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(품종명)
",Yes,4
"거래되는농축수산물품종명
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(품종명)
",Yes,4
"거래되는농축수산물품종코드
",No,0
"거래되는농축수산물품종코드
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(품종코드)
",Yes,4
"거래되는농축수산물품종코드
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(품종코드)
",Yes,4
"거래되는단위의명
",No,0
"거래되는단위의명
",No,0
"*행정표준코드사용:2013년농축수산물표준코드(단위명)
",Yes,4
"거래되는단위의명
",No,0
"*행정표준코드사용:2015년농축수산물표준코드(단위명)
",Yes,4
"거래되는상품의산지명
",No,0
"거래두수
",No,0
"거래량
",No,0
"거래량변동의견
",No,0
"거래물량
",No,0
"거래수량
",No,0
"거래업체수
",No,0
"거래연도
",No,0
"거래연월
",No,0
"거래일자
",No,0
"거래주
",No,0
"거래주시작일
",No,0
"거래주종료일
",No,0
"거래중량(kg)
",Yes,2
"거래평균빈도수
",No,0
"거리
",No,0
"거리(km)
",Yes,2
"거리(m)
",Yes,2
"거리(미터)
",Yes,2
"거리명
",No,0
"거리반경
",No,0
"거리반경(단위km)
",Yes,2
"거리소개
",No,0
"거치대수
",No,0
"거치대수(N/대)
",Yes,3
"거치율(%)
",Yes,3
"건강기능식품여부
",No,0
"건강기능식품여부명
",No,0
"건강보험
",No,0
"건강상유해영향무기물질검사결과_납
",Yes,1
"건강상유해영향무기물질검사결과_납(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_다이아지논
",Yes,1
"건강상유해영향무기물질검사결과_다이옥산
",Yes,1
"건강상유해영향무기물질검사결과_디브로모클로로프로판
",Yes,1
"건강상유해영향무기물질검사결과_디클로로메탄
",Yes,1
"건강상유해영향무기물질검사결과_디클로로에틸렌
",Yes,1
"건강상유해영향무기물질검사결과_벤젠
",Yes,1
"건강상유해영향무기물질검사결과_보론
",Yes,1
"건강상유해영향무기물질검사결과_보론(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_불소
",Yes,1
"건강상유해영향무기물질검사결과_불소(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_비소
",Yes,1
"건강상유해영향무기물질검사결과_비소(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_사염화탄소
",Yes,1
"건강상유해영향무기물질검사결과_셀레늄
",Yes,1
"건강상유해영향무기물질검사결과_셀레늄(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_수은
",Yes,1
"건강상유해영향무기물질검사결과_수은(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_시안
",Yes,1
"건강상유해영향무기물질검사결과_시안(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_암모니아성질소
",Yes,1
"건강상유해영향무기물질검사결과_암모니아성질소(단위:mg)
",Yes,4
"건강상유해영향무기물질검사결과_에틸벤젠
",Yes,1
