필드명	행정표준용어	매칭결과
한ㆍ호주 FTA 협정세율(선택3) - FAU3		#N/A
한ㆍ호주 FTA 협정세율(선택4) - FAU4		#N/A
한ㆍ호주 FTA 협정세율(선택5) - FAU5		#N/A
한ㆍ호주 FTA 협정세율(선택6) - FAU6		#N/A
한ㆍ호주 FTA 협정세율(선택7) - FAU7		#N/A
한ㆍ호주 FTA 협정세율(선택8) - FAU8		#N/A
한ㆍ호주 FTA 협정세율(선택9) - FAU9		#N/A
한ㆍ캐나다 FTA 협정세율(선택1) - FCA1		#N/A
한ㆍ캐나다 FTA 협정세율(선택2) - FCA2		#N/A
한ㆍ캐나다 FTA 협정세율(선택3) - FCA3		#N/A
한ㆍ캐나다 FTA 협정세율(선택4) - FCA4		#N/A
한ㆍ캐나다 FTA 협정세율(선택5) - FCA5		#N/A
한ㆍ캐나다 FTA 협정세율(선택6) - FCA6		#N/A
한ㆍ캐나다 FTA 협정세율(선택7) - FCA7		#N/A
한ㆍ캐나다 FTA 협정세율(선택8)		#N/A
UN개도국협정세율 - G1		#N/A
UN개도국협정세율(최빈국) - G2		#N/A
한중마늘 합의세율 - H		#N/A
덤핑방지관세 - I		#N/A
보복관세 - J		#N/A
긴급관세 - K		#N/A
조정관세 - L		#N/A
상계관세 - M		#N/A
편익관세 - N		#N/A
물가평형관세 - O		#N/A
할당관세(추천) - P1		#N/A
할당예외사항관세(추천) - P2		#N/A
할당관세(미추천) - P3		#N/A
할당예외관세(미추천) - P4		#N/A
환특세율 - Q		#N/A
최빈국특혜관세 - R		#N/A
쌍무협정세율 - S		#N/A
특별긴급관세(물량기준) - T1		#N/A
특별긴급관세(가격기준) - T2		#N/A
북한산 - U		#N/A
농림축산물양허관세(추천) - W1		#N/A
농림축산물양허관세(미추천) - W2		#N/A
농림축산물양허관세(증량분) - W3		#N/A
간이세율 - X		#N/A
일련번호		9415
소재지		6688
지목		11302
면적		4046
2015년지가		#N/A
부처명*		#N/A
사업명*		#N/A
내역사업명*		#N/A
과제명-국문*		#N/A
과제명-영문		#N/A
총연구기간-시작년월일*		#N/A
총연구기간-종료년월일*		#N/A
당해연도-과제 시작일*		#N/A
당해연도-과제 종료일*		#N/A
과제관리(전문)기관명*		#N/A
과제수행기관명*		#N/A
연구목표*		#N/A
연구내용*		#N/A
기대효과*		#N/A
Keywords-한글*		#N/A
Keywords-영문*		#N/A
당해연도 연구비 (원)*		#N/A
참여연구원 분포-성별-남		#N/A
참여연구원 분포-성별-여		#N/A
참여연구원 분포-학위별-박사		#N/A
참여연구원 분포-학위별-석사		#N/A
참여연구원 분포-학위별-학사이하		#N/A
참여연구원 분포-전공별-이학		#N/A
참여연구원 분포-전공별-공학		#N/A
참여연구원 분포-전공별-농림수산학		#N/A
참여연구원 분포-전공별-의약보건학		#N/A
참여연구원 분포-전공별-인문사회학		#N/A
참여연구원 분포-전공별-기타		#N/A
NO		#N/A
지역구분		#N/A
시행연도		#N/A
지사		11334
공사위치		#N/A
공사명		#N/A
공사업체		#N/A
공사기간시작		#N/A
공사기간종료		#N/A
배관길이		#N/A
Unit		#N/A
년도		2989
사업소코드		#N/A
사업소명		#N/A
구분		2099
구분코드		#N/A
1월		8
2월		16
3월		23
4월		29
5월		31
6월		34
7월		37
8월		39
9월		41
10월		2
11월		4
12월		5
년도		2989
사업소코드		#N/A
사업소명		#N/A
구분		2099
구분코드		#N/A
1월		8
2월		16
3월		23
4월		29
5월		31
6월		34
7월		37
8월		39
9월		41
10월		2
11월		4
12월		5
순번		7120
분류		5385
지원사업		#N/A
설명		6383
대상기업		#N/A
지원규모		#N/A
개발대상		#N/A
기간시작		#N/A
기간종료		#N/A
참여방법혜택		#N/A
연도		8009
지 사		#N/A
점비등급		#N/A
dateFrom		#N/A
dateto		#N/A
상태		6021
입찰공고번호		#N/A
변경차수		#N/A
건명		#N/A
구분		2099
개찰일		#N/A
상태		6021
담당		3266
법정동		4844
법정리		4845
특수지		#N/A
본번		5143
부번		5227
관리동		#N/A
결정가격		#N/A
번호		4776
상호		6042
소재지		6688
지정일자		#N/A
1. 공매대상내역		#N/A
		#N/A
(단위:천원)		#N/A
1. 공매대상내역		#N/A
		#N/A
(단위:천원)		#N/A
1. 공매대상내역		#N/A
		#N/A
(단위:천원)		#N/A
1. 공매대상내역		#N/A
		#N/A
(단위:천원)		#N/A
구 분		#N/A
관 광 객		#N/A
외 국 인  국 적 별  현 황		#N/A
구분		2099
분류		5385
공고명		#N/A
공고기관		#N/A
수요기관		6934
계약방법		#N/A
공고일		1335
입찰마감일시		#N/A
비고		5528
구 분		#N/A
관 광 객		#N/A
외 국 인  국 적 별  현 황		#N/A
구 분		#N/A
계		1101
1월		8
2월		16
3월		23
4월		29
5월		31
6월		34
7월		37
8월		39
9월		41
10월		2
11월		4
12월		5
반명		#N/A
교육대상		#N/A
기수		2666
기간		2553
인원(명)		#N/A
일자		9473
연습장인원		#N/A
연습장현금		#N/A
연습장카드		#N/A
연습장합계		#N/A
PAR3인원		#N/A
PAR3현금		#N/A
PAR3카드		#N/A
PAR3합계		#N/A
축구장이용인원		#N/A
테니스장이용인원		#N/A
야외시설이용인원		#N/A
잠수풀이용팀		#N/A
인공암장이용팀		#N/A
PAR3이용팀		#N/A
연습장이용인원팀		#N/A
남성회원가입인원		#N/A
여성회원가입인원		#N/A
남성재발급인원		#N/A
여성재발급인원		#N/A
현금매출금액		#N/A
카드매출금액		#N/A
캠핑장소형_인원		#N/A
캠핑장소형_금액		#N/A
캠핑장소형50_인원		#N/A
캠핑장소형50_금액		#N/A
캠핑장대형_인원		#N/A
캠핑장대형_금액		#N/A
캠핑장대형50_인원		#N/A
캠핑장대형50_금액		#N/A
피크닉일반_인원		#N/A
피크닉일반_금액		#N/A
피크닉경로미성년_인원		#N/A
피크닉경로미성년_금액		#N/A
피크닉일반50_인원		#N/A
피크닉일반50_금액		#N/A
피크닉경로미성년50_인원		#N/A
피크닉경로미성년50_금액		#N/A
기타수입고물판매		#N/A
연번		8029
지역		11358
기관명		#N/A
연 번		#N/A
유  형		#N/A
일    자		#N/A
시   간		#N/A
대      상		#N/A
인  원		#N/A
구  분		#N/A
주  관		#N/A
권역		2381
거점센터		#N/A
관리지역		#N/A
연번		8029
시도명		#N/A
센터명		#N/A
구분		2099
총 배정인원		#N/A
전문(인원)		#N/A
전문(언어1)		#N/A
지원사(인원)		#N/A
지원사(언어1)		#N/A
지원사(언어2)		#N/A
지원사(언어3)		#N/A
지원사(언어4)		#N/A
지원사보(인원)		#N/A
지원사보(언어1)		#N/A
지원사보(언어2)		#N/A
일자		9473
요일		#N/A
날씨		2848
중구반입량		#N/A
동구반입량		#N/A
서구반입량		#N/A
남구반입량		#N/A
계양구반입량		#N/A
경제자유구역반입량		#N/A
옹진군반입량		#N/A
금일반입량		#N/A
금일처리량		#N/A
단미사료금일생산량		#N/A
단미사료금일반출량1		#N/A
혼합사료금일생산량		#N/A
혼합사료금일반출량		#N/A
부형제금일사용량		#N/A
부형제재고량		#N/A
RTO연로유사용량		#N/A
RTO연로유재고량		#N/A
금일사용유류량		#N/A
금일재고유류량		#N/A
전일전력검침		#N/A
금일전력검침		#N/A
금일사용전력량		#N/A
전일용수검침		#N/A
금일용수검침		#N/A
금일사용용수량		#N/A
해양위탁처리량		#N/A
수도권매립처리량		#N/A
승기연계처리량		#N/A
가좌연계처리량		#N/A
음식물탈리액자체처리량		#N/A
전처리협잡물발생량		#N/A
전처리협잡물처리량		#N/A
전처리협잡물재고량		#N/A
후속공정협잡물발생량		#N/A
후속공정협잡물처리량		#N/A
후속공정협잡물재고량		#N/A
슬러지처리량		#N/A
슬러지재고량		#N/A
구분		2099
가입구분		#N/A
항목구분		#N/A
서    울		#N/A
부    산		#N/A
대    구		#N/A
인    천		#N/A
광    주		#N/A
대    전		#N/A
울    산		#N/A
세   종		#N/A
경    기		#N/A
강    원		#N/A
충    북		#N/A
충   남		#N/A
전    북		#N/A
전    남		#N/A
경    북		#N/A
경    남		#N/A
제    주		#N/A
구 분		#N/A
계		1101
1월		8
구 분		#N/A
계		1101
1월		8
2월		16
3월		23
구 분		#N/A
계		1101
1월		8
2월		16
3월		23
4월		29
5월		31
6월		34
구 분		#N/A
계		1101
1월		8
2월		16
3월		23
4월		29
5월		31
6월		34
7월		37
8월		39
9월		41
10월		2
11월		4
12월		5
축종		#N/A
동구_호수		#N/A
동구_두수		#N/A
서구_호수		#N/A
서구_두수		#N/A
남구 _호수		#N/A
남구_두수		#N/A
북구 _호수		#N/A
북구_두수		#N/A
광산구_호수		#N/A
광산구_두수		#N/A
시군명		#N/A
총아동 발생수		#N/A
귀가및 연고자 인 도		#N/A
미혼모ㆍ부(혼외자포함)		#N/A
비행가출부랑		#N/A
학대		13262
부모빈곤,실직		#N/A
부모사망		#N/A
부모질병		#N/A
부모이혼등		#N/A
남		#N/A
여		#N/A
비장애		#N/A
장애		9872
양육시설 등		#N/A
일시보호시설		#N/A
공동생활가정		#N/A
입양		9579
가정위탁		#N/A
기관명		#N/A
대표자		3494
사업내용		#N/A
선정년도		#N/A
주소		10989
전화번호		10419
종류		10881
단위		3225
계		1101
1월		8
2월		16
3월		23
4월		29
5월		31
6월		34
7월		37
8월		39
9월		41
10월		2
11월		4
12월		5
No		#N/A
등록번호		#N/A
서명		6154
저자		10088
출판사		12162
출판년		#N/A
분류		5385
도서		3587
권년차		#N/A
복본		#N/A
번호		4776
주제		11027
서    명		#N/A
저   자		#N/A
출판사		12162
발행년		#N/A
비고		5528
번호		4776
주제		11027
서    명		#N/A
저   자		#N/A
출판사		12162
발행년		#N/A
비고		5528
번호		4776
주제		11027
서    명		#N/A
저   자		#N/A
출판사		12162
발행년		#N/A
비고		5528
번호		4776
주제		11027
서    명		#N/A
저   자		#N/A
출판사		12162
발행년		#N/A
비고		5528
번호		4776
주제		11027
서    명		#N/A
저   자		#N/A
출판사		12162
발행년		#N/A
비고		5528
No		#N/A
Title		#N/A
Authors		#N/A
Journal Title		#N/A
Vol		#N/A
No.		#N/A
시작페이지		#N/A
끝페이지		#N/A
Issue Date		#N/A
ISSN		120
PDF		144
No		#N/A
서명		6154
저자		10088
출판사		12162
출판년		#N/A
No		#N/A
출원번호		#N/A
발명의 명칭		#N/A
발명자		4564
출원인		12141
출원일		#N/A
등록번호		#N/A
등록일자		#N/A
읍면동		9030
리별		#N/A
일반지번		#N/A
지번		11325
부번		5227
가격		191
결정연도		#N/A
1. 국어		#N/A
수학		7092
영어 영역		#N/A
1. 국어		#N/A
수학		7092
영어 영역		#N/A
1. 국어		#N/A
수학		7092
영어 영역		#N/A
인증 번호		#N/A
업체		7877
인증년도		#N/A
최초인증일		#N/A
유효기간		#N/A
인증 제품		#N/A
품목수		#N/A
소재지		6688
전화		10414
기준월일		#N/A
업종		7876
세부산업		#N/A
공고수(건)		#N/A
업종내비중(%)		#N/A
일련번호		9415
법정동		4844
구분		2099
본번		5143
부번		5227
면적(㎡)		#N/A
결정지가		#N/A
기준일자		#N/A
소재지		6688
구분		2099
본번		5143
부번		5227
개별공시지가		552
측정소		12265
아황산가스(SO2)ppm		#N/A
이산화질소(NO2)ppm		#N/A
오존(O3)ppm		#N/A
일산화탄소(CO)ppm		#N/A
미세먼지(PM-10)ug/m3		#N/A
미세먼지(PM-2.5)ug/m3		#N/A
측정소		12265
아황산가스(SO2)ppm		#N/A
이산화질소(NO2)ppm		#N/A
오존(O3)ppm		#N/A
일산화탄소(CO)ppm		#N/A
미세먼지(PM-10)ug/m3		#N/A
미세먼지(PM-2.5)ug/m3		#N/A
측정소		12265
아황산가스(SO2)ppm		#N/A
이산화질소(NO2)ppm		#N/A
오존(O3)ppm		#N/A
일산화탄소(CO)ppm		#N/A
미세먼지(PM-10)ug/m3		#N/A
미세먼지(PM-2.5)ug/m3		#N/A
측정소		12265
아황산가스(SO2)ppm		#N/A
이산화질소(NO2)ppm		#N/A
오존(O3)ppm		#N/A
일산화탄소(CO)ppm		#N/A
미세먼지(PM-10)ug/m3		#N/A
미세먼지(PM-2.5)ug/m3		#N/A
연번		8029
국가		2151
기업명		#N/A
사이트		5771
주소		10989
순번		7120
이전기술명		#N/A
계약일		#N/A
기술실시시작		#N/A
기술실시종료		#N/A
실시권		#N/A
지재권		#N/A
연락처		8014
시군		7243
주거용 건수		#N/A
주거용 동수		#N/A
주거용 연면적		#N/A
상업용 건수		#N/A
상업용 동수		#N/A
상업용 연면적		#N/A
농수산용 건수		#N/A
농수산용 동수		#N/A
농수산용 연면적		#N/A
공업용 건수		#N/A
공업용 동수		#N/A
공업용 연면적		#N/A
공공용 건수		#N/A
공공용 동수		#N/A
공공용 연면적		#N/A
문교사회용 건수		#N/A
문교사회용 동수		#N/A
문교사회용 연면적		#N/A
기타 건수		#N/A
기타 동수		#N/A
기타 연면적		#N/A
지역		11358
구분		2099
주거용		#N/A
상업용		#N/A
농수산용		#N/A
공업용		1494
공공용		#N/A
문교/사회용		#N/A
기타		2754
시군별		#N/A
주거용 건수		#N/A
주거용 동수		#N/A
주거용 연면적		#N/A
상업용 건수		#N/A
상업용 동수		#N/A
상업용 연면적		#N/A
농수산용 건수		#N/A
농수산용 동수		#N/A
농수산용 연면적		#N/A
공업용 건수		#N/A
공업용 동수		#N/A
공업용 연면적		#N/A
공공용 건수		#N/A
공공용 동수		#N/A
공공용 연면적		#N/A
문교사회용 건수		#N/A
문교사회용 동수		#N/A
문교사회용 연면적		#N/A
기타 건수		#N/A
기타 동수		#N/A
기타 연면적		#N/A
시군별		#N/A
주거용 건수		#N/A
주거용 동수		#N/A
주거용 연면적		#N/A
상업용 건수		#N/A
상업용 동수		#N/A
상업용 연면적		#N/A
농수산용 건수		#N/A
농수산용 동수		#N/A
농수산용 연면적		#N/A
공업용 건수		#N/A
공업용 동수		#N/A
공업용 연면적		#N/A
공공용 건수		#N/A
공공용 동수		#N/A
공공용 연면적		#N/A
문교사회용 건수		#N/A
문교사회용 동수		#N/A
문교사회용 연면적		#N/A
기타 건수		#N/A
기타 동수		#N/A
기타 연면적		#N/A
시군별		#N/A
주거용 건수		#N/A
주거용 동수		#N/A
주거용 연면적		#N/A
상업용 건수		#N/A
상업용 동수		#N/A
상업용 연면적		#N/A
농수산용 건수		#N/A
농수산용 동수		#N/A
농수산용 연면적		#N/A
공업용 건수		#N/A
공업용 동수		#N/A
공업용 연면적		#N/A
공공용 건수		#N/A
공공용 동수		#N/A
공공용 연면적		#N/A
문교사회용 건수		#N/A
문교사회용 동수		#N/A
문교사회용 연면적		#N/A
기타 건수		#N/A
기타 동수		#N/A
기타 연면적		#N/A
시군별		#N/A
주거용 건수		#N/A
주거용 동수		#N/A
주거용 연면적		#N/A
상업용 건수		#N/A
상업용 동수		#N/A
상업용 연면적		#N/A
농수산용 건수		#N/A
농수산용 동수		#N/A
농수산용 연면적		#N/A
공업용 건수		#N/A
공업용 동수		#N/A
공업용 연면적		#N/A
공공용 건수		#N/A
공공용 동수		#N/A
공공용 연면적		#N/A
문교사회용 건수		#N/A
문교사회용 동수		#N/A
문교사회용 연면적		#N/A
기타 건수		#N/A
기타 동수		#N/A
기타 연면적		#N/A
시군별		#N/A
주거용 건수		#N/A
주거용 동수		#N/A
주거용 연면적		#N/A
상업용 건수		#N/A
상업용 동수		#N/A
상업용 연면적		#N/A
농수산용 건수		#N/A
농수산용 동수		#N/A
농수산용 연면적		#N/A
공업용 건수		#N/A
공업용 동수		#N/A
공업용 연면적		#N/A
공공용 건수		#N/A
공공용 동수		#N/A
공공용 연면적		#N/A
문교사회용 건수		#N/A
문교사회용 동수		#N/A
문교사회용 연면적		#N/A
기타 건수		#N/A
기타 동수		#N/A
기타 연면적		#N/A
일련번호		9415
법정동		4844
구분		2099
본번		5143
부번		5227
결정지가		#N/A
공부지목		#N/A
총면적		11991
일련번호		9415
법정동		4844
리		3860
구분		2099
본번		5143
부번		5227
결정지가		#N/A
공부지목		#N/A
총면적		11991
기준일		2739
읍면동코드		#N/A
본번		5143
부번		5227
기준월		2737
주택공시가격		#N/A
대회코드		#N/A
대회명		#N/A
개최국		#N/A
개최도시		#N/A
개막일		#N/A
폐막일		#N/A
대한민국 순위		#N/A
대한민국 획득메달		#N/A
올림픽 규모		#N/A
대한민국 참가규모		#N/A
대회코드		#N/A
대회명		#N/A
선수(코치)명		#N/A
영문명		#N/A
출생년도		#N/A
출전종목		#N/A
세부종목		#N/A
성별		6421
획득메달		#N/A
대회구분		#N/A
종목		10885
종별		10889
세부종목		#N/A
경기구분		#N/A
경기장		941
경기일자		#N/A
대회구분		#N/A
종목		10885
종별		10889
세부종목		#N/A
경기구분		#N/A
성명_소속명		#N/A
순위		7126
기록		2600
비고		5528
대회구분		#N/A
종목		10885
종별		10889
세부종목		#N/A
성명		6418
경기일자		#N/A
소속명		#N/A
메달구분		#N/A
기록		2600
신기록명		#N/A
대회구분		#N/A
종목		10885
종별		10889
세부종목		#N/A
경기구분		#N/A
경기일자		#N/A
소속시도		#N/A
성명		6418
소속명		#N/A
기록		2600
기준기록		#N/A
신기록명		#N/A
대회명		#N/A
종목단체명		#N/A
개최단체명		#N/A
시작일자		#N/A
종료일자		#N/A
개최지		#N/A
홈페이지		13749
국제대회 여부		#N/A
전화번호		10419
참고 URL		#N/A
시행사		#N/A
사업장명		#N/A
지역		11358
지역상세		#N/A
보증종류		#N/A
보증서발급일		#N/A
총세대수		#N/A
사용검사예정일		#N/A
공정율자료제출년월		#N/A
공정율		#N/A
공정부진율		#N/A
공정율 제출주기		#N/A
시행사		#N/A
사업장명		#N/A
지역		11358
지역상세		#N/A
보증종류		#N/A
보증서발급일		#N/A
총세대수		#N/A
사용검사예정일		#N/A
공정율자료제출년월		#N/A
공정율		#N/A
공정부진율		#N/A
공정율 제출주기		#N/A
연번		8029
상호		6042
우편번호		8532
영업소소재지(도로명)		#N/A
업종명		#N/A
비고		5528
시행사		#N/A
사업장명		#N/A
지역		11358
지역상세		#N/A
보증종류		#N/A
보증서발급일		#N/A
총세대수		#N/A
사용검사예정일		#N/A
공정율자료제출년월		#N/A
공정율		#N/A
공정부진율		#N/A
공정율 제출주기		#N/A
급		#N/A
시군명		#N/A
교명		#N/A
설립별		#N/A
구분		2099
우편번호		8532
주  소		#N/A
전화번호		10419
팩스번호		12914
시행사		#N/A
사업장명		#N/A
지역		11358
지역상세		#N/A
보증종류		#N/A
보증서발급일		#N/A
총세대수		#N/A
사용검사예정일		#N/A
공정율자료제출년월		#N/A
공정율		#N/A
공정부진율		#N/A
공정율 제출주기		#N/A
시행사		#N/A
사업장명		#N/A
지역		11358
지역상세		#N/A
보증종류		#N/A
보증서발급일		#N/A
총세대수		#N/A
사용검사예정일		#N/A
공정율자료제출년월		#N/A
공정율		#N/A
공정부진율		#N/A
공정율 제출주기		#N/A
시행사		#N/A
사업장명		#N/A
지역		11358
지역상세		#N/A
보증종류		#N/A
보증서발급일		#N/A
총세대수		#N/A
사용검사예정일		#N/A
공정율자료제출년월		#N/A
공정율		#N/A
공정부진율		#N/A
공정율 제출주기		#N/A
구   분		#N/A
세대수		#N/A
인  구  수 (외국인 제외)		#N/A
전월인구수		#N/A
증 감		#N/A
통		12564
반		4506
외국인		8366
대출일(분기)		#N/A
40세 이하(중위수)		#N/A
41세 이상 50세 이하(중위수)		#N/A
51세 이상(중위수)		#N/A
40세 이하(평균)		#N/A
41세 이상 50세 이하(평균)		#N/A
51세 이상(평균)		#N/A
대출일(분기)		#N/A
중위수		#N/A
평균		12954
대출일(분기)		#N/A
중위수		#N/A
평균		12954
인증번호		#N/A
사업체명		#N/A
대표자		3494
사업자등록번호		5720
소재지		6688
인증일자		#N/A
전화번호		10419
업종 및 주요생산품		#N/A
비고		5528
공장등록		#N/A
개별(일반)		#N/A
개별(창업)		#N/A
계획(국가)		#N/A
계획(일반)		#N/A
계획(농공)		#N/A
계획(자유)		#N/A
계획(외국인)		#N/A
계획(도시첨단)		#N/A
유물번호		#N/A
명칭		4088
이명칭		#N/A
규격		2410
시대		#N/A
연도		8009
국적		2267
공개여부		#N/A
사업명		#N/A
명칭		4088
이명칭		#N/A
연대		8006
연도		8009
주제분류		#N/A
키워드		12430
한줄설명		#N/A
자료유형		#N/A
생산기관		#N/A
사업명		#N/A
명칭		4088
