필드명	행정표준용어	매칭결과
"하나의 검색 결과를 의미한 태그
검색된 정보의 수량만큼 반복 된다."	전기	#N/A
POI 식별 코드	전기	#N/A
공원구분 코드	전기공사	#N/A
분류 코드	전기공사기술자	#N/A
일련번호	전기말	#N/A
한글 명칭	전기사업	#N/A
영문 명칭	전기사업용전기설비	#N/A
위치번호	전기사업자	#N/A
3G감도	전기설비	#N/A
고도(m)	전기수용설비	#N/A
경도	전기실	#N/A
위도	전기용품	#N/A
사진정보 태그	전기자동차	#N/A
이미지 수량만큼 반복 된다.	전기차량	#N/A
식별 코드	전기통신	#N/A
이미지 타입 ()	전기통신기자재	#N/A
이미지 URL (요청시 ENCODEURI 후 요청)	전기통신망	#N/A
사진 정보	전기통신사업	#N/A
검색할 국립공원을 설정	전기통신사업자	#N/A
검색할 시설물을 설정	전기통신설비	#N/A
"요청할 페이지 번호.
(입력없을 시  1)"	전기통신역무	#N/A
"페이지당 데이터 수량
(입력없을 시 전체 조회)"	전기통신회선설비	#N/A
신청하여 발급받은 인증키값 설정	전기판매사업	#N/A
최상위 태그	전기판매사업자	#N/A
검색 결과 내역 태그	전남	#N/A
리스트 검색 결과 COUNT	전년	#N/A
"하나의 검색 결과를 의미한 태그
검색된 정보의 수량만큼 반복 된다."	전단	#N/A
POI 식별 코드	전달	#N/A
공원구분 코드	전달자	#N/A
분류 코드	전담	#N/A
일련번호	전담관리기관	#N/A
한글 명칭	전당	#N/A
영문 명칭	전대차	#N/A
소개글	전도	#N/A
고도(m)	전동	#N/A
경도	전라남도	#N/A
위도	전라남도강진군	#N/A
사진정보 태그	전라남도고흥군	#N/A
이미지 수량만큼 반복 된다.	전라남도곡성군	#N/A
식별 코드	전라남도광양시	#N/A
이미지 타입 ()	전라남도구례군	#N/A
이미지 URL (요청시 ENCODEURI 후 요청)	전라남도나주시	#N/A
사진 정보	전라남도담양군	#N/A
(NULL)	전라남도목포시	#N/A
(NULL)	전라남도무안군	#N/A
(NULL)	전라남도보성군	#N/A
(NULL)	전라남도순천시	#N/A
(NULL)	전라남도신안군	#N/A
(NULL)	전라남도여수시	#N/A
(NULL)	전라남도영광군	#N/A
(NULL)	전라남도영암군	#N/A
(NULL)	전라남도완도군	#N/A
(NULL)	전라남도장성군	#N/A
(NULL)	전라남도장흥군	#N/A
(NULL)	전라남도진도군	#N/A
(NULL)	전라남도함평군	#N/A
(NULL)	전라남도해남군	#N/A
(NULL)	전라남도화순군	#N/A
(NULL)	전라북도	#N/A
(NULL)	전라북도고창군	#N/A
(NULL)	전라북도군산시	#N/A
(NULL)	전라북도김제시	#N/A
(NULL)	전라북도남원시	#N/A
(NULL)	전라북도무주군	#N/A
(NULL)	전라북도부안군	#N/A
(NULL)	전라북도순창군	#N/A
(NULL)	전라북도완주군	#N/A
(NULL)	전라북도익산시	#N/A
(NULL)	전라북도임실군	#N/A
(NULL)	전라북도장수군	#N/A
(NULL)	전라북도전주시	#N/A
서비스 인증 번호	전라북도정읍시	#N/A
하단 참고자료 참조	전라북도진안군	#N/A
"-일 2회(06:00,18:00)회 생성 되며 발표시각을 입력
-최근 24시간 자료만 제공"	전략	#N/A
페이지 번호	전략물자	#N/A
한 페이지 결과 수	전략적제휴	#N/A
결과코드	전략지도	#N/A
결과메시지	전량검사	#N/A
한 페이지 결과 수	전력	#N/A
페이지 번호	전력계통	#N/A
전체 결과 수	전력기술	#N/A
예보구역코드	전력기술용역	#N/A
3일후 예상최저기온(℃)	전력기술인	#N/A
3일후 예상최고기온(℃)	전력사용설비	#N/A
4일후 예상최저기온(℃)	전력선통신	#N/A
4일후 예상최고기온(℃)	전력시장	#N/A
5일후 예상최저기온(℃)	전력유도	#N/A
5일후 예상최고기온(℃)	전례	#N/A
6일후 예상최저기온(℃)	전류	#N/A
6일후 예상최고기온(℃)	전류계	#N/A
7일후 예상최저기온(℃)	전망	#N/A
7일후 예상최고기온(℃)	전매	#N/A
8일후 예상최저기온(℃)	전면	#N/A
8일후 예상최고기온(℃)	전무	#N/A
9일후 예상최저기온(℃)	전문	#N/A
9일후 예상최고기온(℃)	전문가	#N/A
10일후 예상최저기온(℃)	전문관리기관	#N/A
10일후 예상최고기온(℃)	전문관리기관시스템	#N/A
서비스 인증 번호	전문대학	#N/A
하단 참고자료 참조	전문도서관	#N/A
"-일 2회((06:00,18:00)회 생성 되며 발표시각을 입력
-최근 24시간 자료만 제공"	전문상가단지	#N/A
한 페이지 결과 수	전문수련의	#N/A
페이지 번호	전문연구요원	#N/A
서비스 인증 번호	전문의약품	#N/A
하단 참고자료 참조	전문조합	#N/A
"-일 2회(06:00,18:00)회 생성 되며 발표시각을 입력
-최근 24시간 자료만 제공"	전문체육	#N/A
한 페이지 결과 수	전반	#N/A
페이지 번호	전반기	#N/A
3일후 오전날씨예보	전반송파	#N/A
결과코드	전보	#N/A
결과메시지	전보	#N/A
한 페이지 결과 수	전복	#N/A
페이지 번호	전부	#N/A
전체 결과 수	전북	#N/A
예보구역코드	전불	#N/A
3일후 오후날씨예보	전사	#N/A
4일후 오전날씨예보	전사적종합품질관리	#N/A
4일후 오후날씨예보	전사적품질경영	#N/A
5일후 오전날씨예보	전산	#N/A
5일후 오후날씨예보	전산원	#N/A
6일후 오전날씨예보	전산정보처리조직	#N/A
6일후 오후날씨예보	전선	#N/A
7일후 오전날씨예보	전설	#N/A
7일후 오후날씨예보	전세	#N/A
8일후 날씨예보	전세권	#N/A
9일후 날씨예보	전세권자	#N/A
10일후 날씨예보	전송	#N/A
"3일후 오전 최저 
예상파고(m)"	전송로	#N/A
"3일후 오후 최저
예상파고(m)"	전송망	#N/A
"3일후 오전 최고
예상파고(m)"	전송설비	#N/A
"3일후 오후 최고
예상파고(m)"	전수검사	#N/A
"4일후 오전 최저 
예상파고(m)"	전술	#N/A
"4일후 오후 최저
예상파고(m)"	전술항공작전기지	#N/A
"4일후 오전 최고
예상파고(m)"	전시	#N/A
"4일후 오후 최고
예상파고(m)"	전시관	#N/A
"5일후 오전 최저 
예상파고(m)"	전시장	#N/A
"5일후 오후 최저
예상파고(m)"	전시회	#N/A
"5일후 오전 최고
예상파고(m)"	전신	#N/A
"5일후 오후 최고
예상파고(m)"	전신주	#N/A
"6일후 오전 최저 
예상파고(m)"	전신환	#N/A
"6일후 오후 최저
예상파고(m)"	전압	#N/A
"6일후 오전 최고
예상파고(m)"	전압계	#N/A
"6일후 오후 최고
예상파고(m)"	전업농업인	#N/A
"7일후 오전 최저 
예상파고(m)"	전업어업인	#N/A
"7일후 오후 최저
예상파고(m)"	전역	#N/A
"7일후 오전 최고
예상파고(m)"	전염	#N/A
"7일후 오후 최고
예상파고(m)"	전염병	#N/A
8일후 최저예상파고(m)	전용	#N/A
8일후 최고 예상파고(m)	전용	#N/A
9일후 최저예상파고(m)	전용사용권	#N/A
9일후 최고 예상파고(m)	전용서식	#N/A
10일후 최저예상파고(m)	전용실시권	#N/A
10일후 최고 예상파고(m)	전용철도	#N/A
결과코드	전용철도운영자	#N/A
결과메시지	전용회선	#N/A
한 페이지 결과 수	전원	#N/A
페이지 번호	전원개발사업	#N/A
전체 결과 수	전원설비	#N/A
예보구역코드	전월	#N/A
3일후 오전예보 신뢰도	전위	#N/A
3일후 오후예보 신뢰도	전유부	#N/A
4일후 오전예보 신뢰도	전유부분	#N/A
4일후 오후예보 신뢰도	전이	#N/A
5일후 오전예보 신뢰도	전일	#N/A
5일후 오후예보 신뢰도	전일제	#N/A
6일후 오전예보 신뢰도	전임자	#N/A
6일후 오후예보 신뢰도	전입	#N/A
7일후 오전예보 신뢰도	전입자	#N/A
7일후 오후예보 신뢰도	전자	#N/A
8일후 예보 신뢰도	전자개표	#N/A
9일후 예보 신뢰도	전자거래	#N/A
10일후 예보 신뢰도	전자거래사업자	#N/A
서비스 인증 번호	전자거래이용자	#N/A
하단 참고자료 참조	전자검표기	#N/A
"-일 2회(06:00,18:00)회 생성 되며 발표시각을 입력
-최근 24시간 자료만 제공"	전자게시판	#N/A
결과메시지	전자관인	#N/A
한 페이지 결과 수	전자도서관	#N/A
페이지 번호	전자도서목차	#N/A
결과코드	전자도서세무	#N/A
결과메시지	전자도서회계	#N/A
한 페이지 결과 수	전자무역	#N/A
페이지 번호	전자문서	#N/A
전체 결과 수	전자문서교환방식	#N/A
기상전망 정보	전자문서시스템	#N/A
서비스 인증 번호	전자문서중계사업자	#N/A
하단 참고자료 참조	전자문자서명	#N/A
"-일 2회(06:00,18:00)회 생성 되며 발표시각을 입력
-최근 24시간 자료만 제공"	전자민원창구	#N/A
한 페이지 결과 수	전자상거래	#N/A
페이지 번호	전자상거래물품	#N/A
결과코드	전자서명	#N/A
결과메시지	전자서명검증정보	#N/A
한 페이지 결과 수	전자서명생성정보	#N/A
페이지 번호	전자식선하증권	#N/A
전체 결과 수	전자신고	#N/A
예보구역코드	전자신고방식	#N/A
3일후 오전날씨예보	전자신용장	#N/A
3일후 오후날씨예보	전자어음	#N/A
4일후 오전날씨예보	전자어음관리기관	#N/A
4일후 오후날씨예보	전자우편	#N/A
5일후 오전날씨예보	전자이미지관인	#N/A
5일후 오후날씨예보	전자이미지서명	#N/A
6일후 오전날씨예보	전자이체	#N/A
6일후 오후날씨예보	전자인사관리시스템	#N/A
7일후 오전날씨예보	전자정부	#N/A
7일후 오후날씨예보	전자지갑	#N/A
8일후 날씨예보	전자출판물	#N/A
9일후 날씨예보	전자투표	#N/A
10일후 날씨예보	전자투표	#N/A
(NULL)	전자파	#N/A
(NULL)	전자파장해	#N/A
(NULL)	전자파적합	#N/A
(NULL)	전자파차폐성능측정	#N/A
(NULL)	전자파흡수율측정	#N/A
(NULL)	전자화폐	#N/A
(NULL)	전작	#N/A
(NULL)	전장	#N/A
(NULL)	전쟁	#N/A
(NULL)	전쟁법	#N/A
(NULL)	전정	#N/A
(NULL)	전주	#N/A
(NULL)	전직	#N/A
(NULL)	전질	#N/A
(NULL)	전차	#N/A
(NULL)	전차금	#N/A
(NULL)	전차선	#N/A
(NULL)	전차선로	#N/A
(NULL)	전철	#N/A
(NULL)	전체	#N/A
(NULL)	전출	#N/A
(NULL)	전출입	#N/A
(NULL)	전출자	#N/A
(NULL)	전통	#N/A
(NULL)	전통문화	#N/A
(NULL)	전통사찰	#N/A
(NULL)	전통사찰보존구역	#N/A
(NULL)	전투	#N/A
(NULL)	전투경찰	#N/A
(NULL)	전파	#N/A
(NULL)	전파세	#N/A
(NULL)	전파환경	#N/A
(NULL)	전폭	#N/A
(NULL)	전표	#N/A
(NULL)	전호	#N/A
(NULL)	전화	#N/A
(NULL)	전화국	#N/A
(NULL)	전화권유판매	#N/A
(NULL)	전화권유판매자	#N/A
(NULL)	전화기	#N/A
(NULL)	전화번호	#N/A
(NULL)	전화세	#N/A
(NULL)	전환	#N/A
(NULL)	전환기	#N/A
(NULL)	전환복무	#N/A
(NULL)	전환사채	#N/A
(NULL)	전환일	#N/A
(NULL)	전환주식	#N/A
(NULL)	전회	#N/A
(NULL)	전후	#N/A
(NULL)	절	#N/A
(NULL)	절감	#N/A
(NULL)	절개	#N/A
(NULL)	절개지	#N/A
(NULL)	절단	#N/A
(NULL)	절단기	#N/A
(NULL)	절대	#N/A
(NULL)	절도	#N/A
(NULL)	절반	#N/A
(NULL)	절사	#N/A
(NULL)	절삭가공	#N/A
(NULL)	절상	#N/A
(NULL)	절약	#N/A
(NULL)	절연재	#N/A
(NULL)	절전	#N/A
(NULL)	절주	#N/A
(NULL)	절차	#N/A
(NULL)	점	#N/A
(NULL)	점검	#N/A
(NULL)	점검자	#N/A
(NULL)	점성도	#N/A
(NULL)	점수	#N/A
(NULL)	점심	#N/A
(NULL)	점오염원	#N/A
(NULL)	점용	#N/A
(NULL)	점용인	#N/A
(NULL)	점유	#N/A
(NULL)	점유권	#N/A
(NULL)	점유주파수대폭	#N/A
(NULL)	점자	#N/A
(NULL)	점퍼	#N/A
(NULL)	점포	#N/A
(NULL)	접견	#N/A
(NULL)	접경지역	#N/A
(NULL)	접골사	#N/A
(NULL)	접근	#N/A
(NULL)	접대	#N/A
(NULL)	접대비	#N/A
(NULL)	접대자	#N/A
(NULL)	접두어	#N/A
(NULL)	접미사	#N/A
(NULL)	접미어	#N/A
(NULL)	접속	#N/A
(NULL)	접속자	#N/A
(NULL)	접수	#N/A
(NULL)	접수대	#N/A
(NULL)	접수자	#N/A
(NULL)	접수처	#N/A
(NULL)	접안	#N/A
(NULL)	접점	#N/A
(NULL)	접종	#N/A
(NULL)	접지	#N/A
(NULL)	접지부분	#N/A
(NULL)	접촉	#N/A
(NULL)	접촉자	#N/A
(NULL)	정	#N/A
(NULL)	정가	#N/A
(NULL)	정거장	#N/A
(NULL)	정격	#N/A
(NULL)	정격전압	#N/A
(NULL)	정관	#N/A
(NULL)	정관변경	#N/A
(NULL)	정교수	#N/A
(NULL)	정규	#N/A
한 페이지 결과 수	정규직	#N/A
페이지 번호	정근	#N/A
출발기차역ID	정글짐	#N/A
도착기차역ID	정급	#N/A
출발일	정기	#N/A
차량종류(KTX,무궁화)	정기간행물	#N/A
차량종류(Ktx,무궁화)	정기간행물사업자	#N/A
출발시간	정기권	#N/A
도착시간	정기금채권	#N/A
출발지	정기선	#N/A
도착지	정년	#N/A
운임	정담	#N/A
차량종류코드	정답	#N/A
차량종류명	정당	#N/A
시/도ID	정당선거사무소	#N/A
기차역ID	정당성	#N/A
기차역명	정도	#N/A
대구광역시	정량	#N/A
도시명	정량지표	#N/A
터미널명	정련	#N/A
터미널코드	정렬	#N/A
터미널명	정례	#N/A
출발터미널코드	정류	#N/A
도착터미널코드	정류소	#N/A
도착터미널명	정리	#N/A
[고속버스 터미널목록 조회]의 터미널코드	정리함	#N/A
[고속버스 터미널목록 조회]의 터미널코드	정리해고	#N/A
출발터미널명	정리해산	#N/A
도착터미널명	정립	#N/A
출발시각	정맥	#N/A
고속사명	정맥압	#N/A
버스등급명	정무	#N/A
남은시간[도착완료/남은시간]	정무직	#N/A
현위치명[도착/현위치명]	정밀	#N/A
도착예정시간	정밀도	#N/A
한 페이지 결과 수	정밀안전검진	#N/A
페이지 번호	정밀안전진단	#N/A
출발터미널ID	정박	#N/A
도착터미널ID	정박지	#N/A
출발일	정범	#N/A
버스등급ID	정보	#N/A
노선ID	정보격차	#N/A
버스등급명	정보공개서	#N/A
출발시간	정보기기	#N/A
도착시간	정보기술	#N/A
출발지	정보기술협정	#N/A
도착지	정보망	#N/A
운임	정보보호	#N/A
버스등급ID	정보보호산업	#N/A
버스등급명	정보분석반	#N/A
한 페이지 결과 수	정보수사기관	#N/A
페이지 번호	정보외환계	#N/A
터미널명	정보자원	#N/A
터미널ID	정보처리시스템	#N/A
터미널명	정보통신	#N/A
도시코드	정보통신공사	#N/A
도시명	정보통신공사업	#N/A
카테고리2 코드	정보통신공사업자	#N/A
카테고리3 코드	정보통신기기	#N/A
컨텐츠 제목	정보통신기반시설	#N/A
일련번호	정보통신기술자	#N/A
카테고리2 코드	정보통신망	#N/A
카테고리2 이름	정보통신부	#N/A
카테고리3 코드	정보통신산업	#N/A
카테고리3 이름	정보통신서비스	#N/A
제목	정보통신서비스제공자	#N/A
생성일	정보통신설비	#N/A
컨텐츠 일련번호	정보화	#N/A
내용	정보화전략계획	#N/A
일련번호	정복교도관	#N/A
항목이름	정본	#N/A
(NULL)	정부	#N/A
(NULL)	정부개발원조	#N/A
(NULL)	정부관리양곡	#N/A
한 페이지 결과 수	정부기관	#N/A
페이지 번호	정부비축물품	#N/A
한글 국가명(ISO국가코드와 중복조회 할 수 없음)	정부산하기관	#N/A
영문 국가명(ISO국가코드와 중복조회 할 수 없음)	정부조달	#N/A
ISO 국가코드	정부출연연구기관	#N/A
ISO 국가코드	정부출자기업체	#N/A
ISO 국가코드	정비	#N/A
ISO 국가코드	정비실	#N/A
ISO 국가코드	정비자	#N/A
ISO 국가코드	정산	#N/A
ISO 국가코드	정산원가	#N/A
ISO 국가코드	정산일	#N/A
ISO 국가코드	정상	#N/A
ISO 국가코드	정상가격	#N/A
결과코드	정상운전	#N/A
결과메시지	정서	#N/A
한 페이지 결과 수	정성지표	#N/A
페이지 번호	정세	#N/A
전체 결과 수	정수	#N/A
고유값(키값)	정수	#N/A
국가명	정수기	#N/A
영문 국가명	정수장	#N/A
대륙	정시	#N/A
여행금지	정식	#N/A
여행금지(일부)	정식통관절차	#N/A
여행금지 내용	정신	#N/A
등록일	정신병	#N/A
국기 이미지 경로	정신보건시설	#N/A
여행위험지도 경로	정신요양시설	#N/A
고유값(키값)	정신의료기관	#N/A
결과코드	정신질환자	#N/A
결과메시지	정압	#N/A
고유값(키값)	정압실	#N/A
국가명	정액	#N/A
영문 국가명	정액제	#N/A
대륙	정액환급율표	#N/A
여행금지	정양	#N/A
여행금지(일부)	정오	#N/A
여행금지 내용	정원	#N/A
등록일	정원	#N/A
국기 이미지 경로	정원감축	#N/A
서비스 인증키	정유	#N/A
유형	정육면체	#N/A
자료고유인덱스	정의	#N/A
명칭	정의서	#N/A
소개	정자	#N/A
대표이미지	정적	#N/A
서비스 인증키	정전	#N/A
조회용인덱스	정정	#N/A
자료고유인덱스	정정전	#N/A
명칭	정정후	#N/A
문의처	정제	#N/A
소재지	정조의무	#N/A
이용시간	정주	#N/A
쉬는날	정지	#N/A
입장료	정지궤도위성	#N/A
홈페이지	정차	#N/A
대표이미지	정착	#N/A
소개	정착	#N/A
상세정보	정찰	#N/A
X좌표	정책	#N/A
주차시설	정책고객서비스	#N/A
구분정보	정책공동체	#N/A
공공데이터포털에서 받은 인증키	정책관리시스템	#N/A
페이지번호	정책목표	#N/A
한 페이지 결과 수	정책분야	#N/A
주요 검색어	정책영역	#N/A
검색어 명 또는 숙박지구분으로 검색된 자료의 dataSid값	정책자금	#N/A
C01:호텔,C02:리조트/콘도,C06:여관,C09:민박,C10:기타	정책평가	#N/A
결과코드	정책품질관리	#N/A
결과메시지	정체	#N/A
한 페이지 결과 수	정체성	#N/A
페이지번호	정치	#N/A
전체 결과 수	정치자금	#N/A
숙박지주소	정통부	#N/A
소개	정품	#N/A
데이터번호	정합	#N/A
부대시설	정화	#N/A
부가정보	정화조	#N/A
