필드명,필드길이,필드띄어쓰기,필드특수문자,필드특수문자수
정사영상이미지를 가져온다.,14,1,Yes,1
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
시도코드 또는 시군구코드에 따라 값이 변경됨.,25,5,Yes,1
시도코드 또는 시군구코드에 따라 값이 변경됨.,25,5,Yes,1
X범위(최소값),8,0,Yes,2
X범위(최대값),8,0,Yes,2
Y범위(최소값),8,0,Yes,2
Y범위(최대값),8,0,Yes,2
사업지구명,5,0,No,0
촬영년월(6)+FLAG(1)+사업지구코드(4),25,0,Yes,8
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 일자,12,3,No,0
"해당없음, 아날로그, 디지털 카메라 사업의 구분
CMT_CAMERA_CDE.CODE_CNT CAMERA_CNT",60,6,Yes, 아날로그
행정동코드,5,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 일자,12,3,No,0
"해당없음, 아날로그, 디지털 카메라 사업의 구분
CMT_CAMERA_CDE.CODE_CNT CAMERA_CNT",60,6,Yes, 아날로그
사업지구명,5,0,No,0
촬영년월(6)+FLAG(1)+사업지구코드(4),25,0,Yes,8
(NULL),6,0,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 일자,12,3,No,0
"해당없음, 아날로그, 디지털 카메라 사업의 구분
CMT_CAMERA_CDE.CODE_CNT CAMERA_CNT",60,6,Yes, 아날로그
사업지구명,5,0,No,0
촬영년월(6)+FLAG(1)+사업지구코드(4),25,0,Yes,8
위성영상의 중앙 경도,11,2,No,0
위성영상의 중앙 위도,11,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
인공위성의 이름,8,1,No,0
위성보유국가명,7,0,No,0
위성영상의 중앙을 지날 때 인공위성의 촬영년월일,26,5,No,0
위성영상의 중앙 경도,11,2,No,0
위성영상의 중앙 위도,11,2,No,0
사업지구 구분년도,9,1,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
인공위성의 이름,8,1,No,0
위성보유국가명,7,0,No,0
위성영상의 중앙을 지날 때 인공위성의 촬영년월일,26,5,No,0
위성영상의 중앙 경도,11,2,No,0
위성영상의 중앙 위도,11,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
X범위(최소값),8,0,Yes,2
X범위(최대값),8,0,Yes,2
Y범위(최소값),8,0,Yes,2
Y범위(최대값),8,0,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
"SUBSTR(ORT_PRODUCT_DTS.ZONE_CODE,1,4) ZONE_YY",47,1,Yes,11
사업지구명,5,0,No,0
사업지구 식별코드,9,1,No,0
(NULL),6,0,Yes,2
행정구역 읍면동 코드,11,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
"SUBSTR(ORT_PRODUCT_DTS.ZONE_CODE,1,4) ZONE_YY",47,1,Yes,11
사업지구명,5,0,No,0
사업지구 식별코드,9,1,No,0
"정사영상을 제작한 연도, 월, 일",20,4,Yes,4
(NULL),6,0,Yes,2
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
"SUBSTR(ORT_PRODUCT_DTS.ZONE_CODE,1,4) ZONE_YY",47,1,Yes,11
사업지구명,5,0,No,0
사업지구 식별코드,9,1,No,0
"정사영상을 제작한 연도, 월, 일",20,4,Yes,4
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
조회데이터의 총건수,10,1,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
"독취기 이름 또는 DC의 촬영 방식(선형, 면형 등)",31,7,Yes,5
"매질 종류(음화필름, 양화필름, 디지털 이미지)",28,4,Yes,6
평가 기준 관련 규정,11,3,No,0
해당자료 행정구역 이름(시군구 전체이름),22,3,Yes,2
(NULL),6,0,Yes,2
"SUBSTR(AIR_ORIENTMAP_DTS.ZONE_CODE,1,4) ZONE_YY",49,1,Yes,11
50000 INDEX 도엽번호,16,2,No,0
50000 INDEX 도엽명,15,2,No,0
"원점구분(동부, 중부, 서부, 동해, 제주)",26,4,Yes,8
기준타원체명,6,0,No,0
지도 투영법명,7,1,No,0
False Easting 값,15,2,No,0
False Northing 값,16,2,No,0
항공사진 카메라의 종류,12,2,No,0
항공사진 카메라 렌즈의 고유번호,17,3,No,0
항공사진 카메라 렌즈의 초점거리,17,3,No,0
항공사진 촬영용 필름의 종류 (생산업체 및 필름타입),29,6,Yes,2
항공기 고유 번호,9,2,No,0
항공기 조종사 이름,10,2,No,0
황공사진 촬영사 이름,11,2,No,0
항고사진 촬영일자,9,1,No,0
촬영약도에 표시된 촬영방향을 표시,18,3,No,0
촬영시의 진북에서 이격된 각도,16,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
"해당없음, 아날로그, 디지털 카메라 사업의 구분
CMT_CAMERA_CDE.CODE_CNT CAMERA_CNT",60,6,Yes, 아날로그
(NULL),6,0,Yes,2
사업지구명,5,0,No,0
촬영년월(6)+FLAG(1)+사업지구코드(4),25,0,Yes,8
항공사진 촬영 축척(디지털의 경우 - 0),23,5,Yes,3
항공사진 촬영 코스번호,12,2,No,0
항공사진진 촬영 사진번호(사진으로 채택된 필름),26,4,Yes,2
"영상의 지리정보등급
CMT_SECURITY_CDE.CODE_CNT SECURITY_CNT",48,2,Yes,5
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
언어,2,0,No,0
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 책임 기관 이름,18,5,No,0
메타 데이터 작성 책임 부서 이름,18,5,No,0
메타 데이터 작성 책임 부서 전화 번호,21,6,No,0
메타 데이터 작성 책임 부서 팩스 번호,21,6,No,0
메타 데이터 작성 책임 부서 세부 주소,21,6,No,0
메타 데이터 작성 책임 부서 우편 번호,21,6,No,0
메타 데이터 작성 일자,12,3,No,0
메타 데이터 버전,9,2,No,0
메타 데이터 및 이미지 자료 구축 기관,21,6,No,0
메타 데이터 입력 회사,12,3,No,0
공간 표현 방식,8,2,No,0
배포시 사용되는 포맷 이름,14,3,No,0
배포 포맷 버전,8,2,No,0
NIX 파일 배포 기관명,13,3,No,0
NIX 파일 배포 부서명,13,3,No,0
NIX 파일 배포 부서 전화 번호,18,5,No,0
이미지 해상도(스캐닝해상도 또는 GSD),22,3,Yes,2
품질 적용 대상,8,2,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
메타 데이터 작성 책임 부서 전화 번호,21,6,No,0
메타 데이터 작성 책임 부서 팩스 번호,21,6,No,0
메타 데이터 작성 책임 부서 세부 주소,21,6,No,0
메타 데이터 작성 책임 부서 우편 번호,21,6,No,0
메타 데이터 작성 일자,12,3,No,0
메타 데이터 버전,9,2,No,0
메타 데이터 및 이미지 자료 구축 기관,21,6,No,0
메타 데이터 입력 회사,12,3,No,0
공간 표현 방식,8,2,No,0
배포시 사용되는 포맷 이름,14,3,No,0
배포 포맷 버전,8,2,No,0
NIX 파일 배포 기관명,13,3,No,0
NIX 파일 배포 부서명,13,3,No,0
NIX 파일 배포 부서 전화 번호,18,5,No,0
이미지 해상도(스캐닝해상도 또는 GSD),22,3,Yes,2
품질 적용 대상,8,2,No,0
"독취기 이름 또는 DC의 촬영 방식(선형, 면형 등)",31,7,Yes,5
"매질 종류(음화필름, 양화필름, 디지털 이미지)",28,4,Yes,6
평가 기준 관련 규정,11,3,No,0
해당자료 행정구역 이름(시군구 전체이름),22,3,Yes,2
(NULL),6,0,Yes,2
"SUBSTR(AIR_ORIENTMAP_DTS.ZONE_CODE,1,4) ZONE_YY",49,1,Yes,11
50000 INDEX 도엽번호,16,2,No,0
50000 INDEX 도엽명,15,2,No,0
"원점구분(동부, 중부, 서부, 동해, 제주)",26,4,Yes,8
기준타원체명,6,0,No,0
지도 투영법명,7,1,No,0
False Easting 값,15,2,No,0
False Northing 값,16,2,No,0
항공사진 카메라의 종류,12,2,No,0
항공사진 카메라 렌즈의 고유번호,17,3,No,0
항공사진 카메라 렌즈의 초점거리,17,3,No,0
항공사진 촬영용 필름의 종류 (생산업체 및 필름타입),29,6,Yes,2
항공기 고유 번호,9,2,No,0
항공기 조종사 이름,10,2,No,0
황공사진 촬영사 이름,11,2,No,0
항고사진 촬영일자,9,1,No,0
촬영약도에 표시된 촬영방향을 표시,18,3,No,0
촬영시의 진북에서 이격된 각도,16,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
"해당없음, 아날로그, 디지털 카메라 사업의 구분
CMT_CAMERA_CDE.CODE_CNT CAMERA_CNT",60,6,Yes, 아날로그
(NULL),6,0,Yes,2
사업지구명,5,0,No,0
촬영년월(6)+FLAG(1)+사업지구코드(4),25,0,Yes,8
항공사진 촬영 축척(디지털의 경우 - 0),23,5,Yes,3
항공사진 촬영 코스번호,12,2,No,0
항공사진진 촬영 사진번호(사진으로 채택된 필름),26,4,Yes,2
"영상의 지리정보등급
CMT_SECURITY_CDE.CODE_CNT SECURITY_CNT",48,2,Yes,5
(NULL),6,0,Yes,2
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
언어,2,0,No,0
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 책임 기관 이름,18,5,No,0
메타 데이터 작성 책임 부서 이름,18,5,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
50000 INDEX 도엽번호,16,2,No,0
50000 INDEX 도엽명,15,2,No,0
"원점구분(동부, 중부, 서부, 동해, 제주)",26,4,Yes,8
기준타원체명,6,0,No,0
지도 투영법명,7,1,No,0
False Easting 값,15,2,No,0
False Northing 값,16,2,No,0
항공사진 카메라의 종류,12,2,No,0
항공사진 카메라 렌즈의 고유번호,17,3,No,0
항공사진 카메라 렌즈의 초점거리,17,3,No,0
항공사진 촬영용 필름의 종류 (생산업체 및 필름타입),29,6,Yes,2
항공기 고유 번호,9,2,No,0
항공기 조종사 이름,10,2,No,0
황공사진 촬영사 이름,11,2,No,0
항고사진 촬영일자,9,1,No,0
촬영약도에 표시된 촬영방향을 표시,18,3,No,0
촬영시의 진북에서 이격된 각도,16,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
"해당없음, 아날로그, 디지털 카메라 사업의 구분
CMT_CAMERA_CDE.CODE_CNT CAMERA_CNT",60,6,Yes, 아날로그
(NULL),6,0,Yes,2
사업지구명,5,0,No,0
촬영년월(6)+FLAG(1)+사업지구코드(4),25,0,Yes,8
항공사진 촬영 축척(디지털의 경우 - 0),23,5,Yes,3
항공사진 촬영 코스번호,12,2,No,0
항공사진진 촬영 사진번호(사진으로 채택된 필름),26,4,Yes,2
"영상의 지리정보등급
CMT_SECURITY_CDE.CODE_CNT SECURITY_CNT",48,2,Yes,5
(NULL),6,0,Yes,2
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
언어,2,0,No,0
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 책임 기관 이름,18,5,No,0
메타 데이터 작성 책임 부서 이름,18,5,No,0
메타 데이터 작성 책임 부서 전화 번호,21,6,No,0
메타 데이터 작성 책임 부서 팩스 번호,21,6,No,0
메타 데이터 작성 책임 부서 세부 주소,21,6,No,0
메타 데이터 작성 책임 부서 우편 번호,21,6,No,0
메타 데이터 작성 일자,12,3,No,0
메타 데이터 버전,9,2,No,0
메타 데이터 및 이미지 자료 구축 기관,21,6,No,0
메타 데이터 입력 회사,12,3,No,0
공간 표현 방식,8,2,No,0
배포시 사용되는 포맷 이름,14,3,No,0
배포 포맷 버전,8,2,No,0
NIX 파일 배포 기관명,13,3,No,0
NIX 파일 배포 부서명,13,3,No,0
NIX 파일 배포 부서 전화 번호,18,5,No,0
이미지 해상도(스캐닝해상도 또는 GSD),22,3,Yes,2
품질 적용 대상,8,2,No,0
"독취기 이름 또는 DC의 촬영 방식(선형, 면형 등)",31,7,Yes,5
"매질 종류(음화필름, 양화필름, 디지털 이미지)",28,4,Yes,6
평가 기준 관련 규정,11,3,No,0
해당자료 행정구역 이름(시군구 전체이름),22,3,Yes,2
(NULL),6,0,Yes,2
"SUBSTR(AIR_ORIENTMAP_DTS.ZONE_CODE,1,4) ZONE_YY",49,1,Yes,11
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
NIX 파일 배포 기관명,13,3,No,0
NIX 파일 배포 부서명,13,3,No,0
NIX 파일 배포 부서 전화 번호,18,5,No,0
품질 적용 대상,8,2,No,0
평가 기준 관련 규정,11,3,No,0
배포시 사용되는 포맷 이름,14,3,No,0
"영상의 지리정보등급
CMT_SECURITY_CDE.CODE_CNT SECURITY_CNT",48,2,Yes,5
위성영상의 중앙을 지날 때 인공위성의 촬영년월일,26,5,No,0
위성영상의 중앙을 지날 때 인공위성의 촬영시각(HHMMSSsss),36,5,Yes,2
(NULL),6,0,Yes,2
타원체,3,0,No,0
지도 투영방법 구분코드,12,2,No,0
위성영상의 중앙 경도,11,2,No,0
위성영상의 중앙 위도,11,2,No,0
위성영상의 공간 해상도,12,2,No,0
적합성 수준,6,1,No,0
처리레벨 구분코드,9,1,No,0
위성영상의 리셈플링 방법 구분코드,18,3,No,0
촬영된 멀티밴드의 저장 방법 구분코드,20,4,No,0
(NULL),6,0,Yes,2
인공위성의 이름,8,1,No,0
인공위성의 센서 이름,11,2,No,0
인공위성의 센서 모드 이름,14,3,No,0
인공위성 센서의 밴드 수,13,3,No,0
위성보유국가명,7,0,No,0
이미지 해상도(스캐닝해상도 또는 GSD),22,3,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
OBJECT ID,9,1,No,0
인공위성의 종류구분 코드,13,2,No,0
위성영상의 주문번호,10,1,No,0
PATH,4,0,No,0
ROW,3,0,No,0
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
메타데이터 작성 언어,11,2,No,0
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 책임 기관 이름,18,5,No,0
메타 데이터 작성 책임 부서 이름,18,5,No,0
메타 데이터 작성 책임 부서 전화 번호,21,6,No,0
메타 데이터 작성 책임 부서 팩스 번호,21,6,No,0
메타 데이터 작성 책임 부서 세부 주소,21,6,No,0
메타 데이터 작성 책임 부서 우편 번호,21,6,No,0
메타 데이터 작성 일자,12,3,No,0
메타 데이터 버전,9,2,No,0
제공기관으로부터 위성영상 입수 일자,19,3,No,0
위성영상이 위치하는 지역명,14,2,No,0
공간 표현 방식,8,2,No,0
배포 포맷 버전,8,2,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
메타 데이터 작성 책임 부서 팩스 번호,21,6,No,0
메타 데이터 작성 책임 부서 세부 주소,21,6,No,0
메타 데이터 작성 책임 부서 우편 번호,21,6,No,0
메타 데이터 작성 일자,12,3,No,0
메타 데이터 버전,9,2,No,0
제공기관으로부터 위성영상 입수 일자,19,3,No,0
위성영상이 위치하는 지역명,14,2,No,0
공간 표현 방식,8,2,No,0
배포 포맷 버전,8,2,No,0
NIX 파일 배포 기관명,13,3,No,0
NIX 파일 배포 부서명,13,3,No,0
NIX 파일 배포 부서 전화 번호,18,5,No,0
품질 적용 대상,8,2,No,0
평가 기준 관련 규정,11,3,No,0
배포시 사용되는 포맷 이름,14,3,No,0
"영상의 지리정보등급
CMT_SECURITY_CDE.CODE_CNT SECURITY_CNT",48,2,Yes,5
위성영상의 중앙을 지날 때 인공위성의 촬영년월일,26,5,No,0
위성영상의 중앙을 지날 때 인공위성의 촬영시각(HHMMSSsss),36,5,Yes,2
(NULL),6,0,Yes,2
타원체,3,0,No,0
지도 투영방법 구분코드,12,2,No,0
위성영상의 중앙 경도,11,2,No,0
위성영상의 중앙 위도,11,2,No,0
위성영상의 공간 해상도,12,2,No,0
적합성 수준,6,1,No,0
처리레벨 구분코드,9,1,No,0
위성영상의 리셈플링 방법 구분코드,18,3,No,0
촬영된 멀티밴드의 저장 방법 구분코드,20,4,No,0
(NULL),6,0,Yes,2
인공위성의 이름,8,1,No,0
인공위성의 센서 이름,11,2,No,0
인공위성의 센서 모드 이름,14,3,No,0
인공위성 센서의 밴드 수,13,3,No,0
위성보유국가명,7,0,No,0
이미지 해상도(스캐닝해상도 또는 GSD),22,3,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
OBJECT ID,9,1,No,0
인공위성의 종류구분 코드,13,2,No,0
위성영상의 주문번호,10,1,No,0
PATH,4,0,No,0
ROW,3,0,No,0
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
메타데이터 작성 언어,11,2,No,0
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 책임 기관 이름,18,5,No,0
메타 데이터 작성 책임 부서 이름,18,5,No,0
메타 데이터 작성 책임 부서 전화 번호,21,6,No,0
항공사진 성과 식별자(실제 NIX 파일 이름),25,5,Yes,2
"원점구분(동부, 중부, 서부, 동해, 제주)",26,4,Yes,8
정사영상 지상표본거리,11,1,No,0
ORIENTMAP.ZONE_YY ORIGIN_YEAR--작성년도,35,1,Yes,5
False Easting 값,15,2,No,0
False Northing 값,16,2,No,0
사업지구명,5,0,No,0
구축시이용데이터(CMT_IMAGE_CDE),23,0,Yes,4
사업지구 식별코드,9,1,No,0
(NULL),6,0,Yes,2
"위성영상의 파일 식별자
(촬영년월일(8)+위성일련번호(3)+PATH(4)+ROW(4))
(촬영년월일(8)+위성일련번호(3)+주문번호(8))",75,2,Yes,23
메타데이터 작성 언어,11,2,No,0
"적용대상 자료 명칭(항공사진, 격자자료, 정사영상 등)",32,5,Yes,6
메타 데이터 작성 책임 기관 이름,18,5,No,0
메타 데이터 작성 책임 부서 이름,18,5,No,0
메타 데이터 작성 책임 부서 전화 번호,21,6,No,0
메타 데이터 작성 책임 부서 팩스 번호,21,6,No,0
메타 데이터 작성 책임 부서 세부 주소,21,6,No,0
메타 데이터 작성 책임 부서 우편 번호,21,6,No,0
메타 데이터 작성 일자,12,3,No,0
메타 데이터 버전,9,2,No,0
공간 표현 방식,8,2,No,0
배포시 사용되는 포맷 이름,14,3,No,0
배포 포맷 버전,8,2,No,0
NIX 파일 배포 기관명,13,3,No,0
NIX 파일 배포 부서명,13,3,No,0
NIX 파일 배포 부서 전화 번호,18,5,No,0
품질 적용 대상(정사영상),14,2,Yes,2
평가 기준 규정,8,2,No,0
해당자료 행정구역 이름(시군구 전체이름),22,3,Yes,2
촬영에 사용된 카메라 종류,14,3,No,0
"SUBSTR(ORT_PRODUCT_DTS_DTS.ZONE_CODE,1,4) ZONE_YY",51,1,Yes,12
작업에사용된 수치표고(등고선 또는  DEM),24,4,Yes,2
